Name,Year,Genre,Director,Writers,Rating,Liked,Acting,Story,Music
Dhoom,2004,"Action, Comedy",Aditya Chopra,"Aditya Chopra, Shridhar Raghavan",4.5,Yes,4.5,4.5,4
Raaz,2002,"Thriller, Horror",,Mahesh Bhatt,5,Yes,5,5,5
1920,2008,"Drama, Crime",Leong Po-Chih,"Michael Laughlin, Timothy R. Long",5,Yes,5,5,5
Aamdani Atthanni Kharcha Rupaiya,2001,Comedy,,Unknown,4,Yes,4,4.5,4
Ishq,1997,"Comedy, Romance, Drama, Action",Indra Kumar,Rajeev Kaul,3,Yes,3,3.5,3
ABCD 2,2015,Drama,,"Remo D'Souza, Tushar Hiranandani",2.5,No,2.5,2.5,2
Deewane Huye Paagal,2005,"Comedy, Drama, Romance",Vikram Bhatt,Kiran Kotrial,2,No,2,2.5,2
Kick,2014,"Action, Crime",,"Jane Goldman, Matthew Vaughn",3.5,Yes,3.5,3.5,3
Housefull 2,2012,"Comedy, Romance",Sajid Khan,"Tushar Hiranandani, Sajid Nadiadwala, Sajid Khan, Farhad Samji, Sajid Samji",4,Yes,4,4.5,4
Action Replayy,2010,"Comedy, Romance, Science Fiction",,"Aatish Kapadia, Suresh Nair, Vipul Amrutlal Shah",3,Yes,3,3.5,3
Naam Shabana,2017,Thriller,Shivam Nair,Neeraj Pandey,4,Yes,4,4.5,4
It's Entertainment,2014,Comedy,,"Sajid Samji, Farhad Samji, K. Subash",3,Yes,3,3.5,3
Singh Is Bliing,2015,"Action, Comedy",Prabhu Deva,Prabhu Deva,3.5,Yes,3.5,3.5,3
Joker,2012,"Crime, Thriller, Drama",,"Scott Silver, Todd Phillips, Bill Finger, Bob Kane, Jerry Robinson",3,Yes,3,3.5,3
Raajneeti,2010,"Drama, Thriller",Prakash Jha,"Prakash Jha, Anjum Rajabali",4.5,Yes,4.5,4.5,4
Game,2011,"History, Drama, Thriller, War",,Graham Moore,3.5,Yes,3.5,3.5,3
Raaz 3,2012,"Horror, Thriller",Vikram Bhatt,Shagufta Rafique,3.5,Yes,3.5,3.5,3
Darna Mana Hai,2003,Horror,,"Atul Sabharwal, Abbas Tyrewala",2,No,2,2.5,2
Bullett Raja,2013,"Action, Crime, Drama",Tigmanshu Dhulia,Amaresh Misra,2.5,No,2.5,2.5,2
Shagird,2011,,,Unknown,4.5,Yes,4.5,4.5,4
Criminal Justice,2019,"Crime, Documentary",Kelley Baker,Kelley Baker,3,No,3,3.5,3
Phata Poster Nikhla Hero,2013,"Action, Comedy",,Rajkumar Santoshi,1,No,1,1.5,1
China Gate,1998,"Action, War, Drama",Samuel Fuller,Samuel Fuller,2.5,No,2.5,2.5,2
Romeo Akbar Walter,2019,"Action, Thriller",,Robby Grewal,3.5,No,3.5,3.5,3
Ek Villain,2014,"Romance, Action, Crime, Thriller",Mohit Suri,Tushar Hiranandani,4,Yes,4,4.5,4
Chance Pe Dance,2010,"Music, Romance, Drama",,Unknown,2,No,2,2.5,2
Ghanchakkar,2013,"Comedy, Crime, Thriller",Raj Kumar Gupta,"Parveez Sheikh, Raj Kumar Gupta",4,Yes,4,4.5,4
Bobby Jasoos,2014,"Drama, Action, Comedy",,"Sanyukta Shaikh Chawla, Samar Shaikh",2,No,2,2.5,2
Ungli,2014,"Thriller, Comedy, Drama",Renzil D'Silva,Renzil D'Silva,4,Yes,4,4.5,4
R... Rajkumar,2013,"Action, Romance",,"Ravi S. Sundaram, Prabhu Deva, Sunil Kumar Agrawal",1,No,1,1.5,1
Rakht,2004,"Thriller, Horror",Mahesh Manjrekar,"Deepak Kulkarni, Vinay, Yash",1.5,No,1.5,1.5,1
Gadar: Ek Prem Katha,2001,"Action, Drama, Romance, History",,Shaktimaan Talwar,4,Yes,4,4.5,4
Ittefaq,2017,Thriller,Sanjay Khanna,"Imtiaz Patel, Yunus Sajawal, Sameer",2,Yes,2,2.5,2
Yavarum Nalam,2009,"Mystery, Horror",,Vikram Kumar,1.5,No,1.5,1.5,1
Ramaiya Vastavaiya,2013,"Romance, Action, Comedy",Prabhu Deva,"Shiraz Ahmed, Veeru Potla",1.5,No,1.5,1.5,1
Akira,2016,"Animation, Science Fiction, Action",,"Izo Hashimoto, Katsuhiro Otomo",2.5,No,2.5,2.5,2
Door Ke Darshan,2020,"Comedy, Drama",Gagan Puri,Unknown,2,No,2,2.5,2
Chaman Bahaar,2020,Drama,,Apurva Dhar Badgaiyann,3,Yes,3,3.5,3
Ek Thi Daayan,2013,"Horror, Romance, Thriller",Kannan Iyer,"Vishal Bhardwaj, Mukul Sharma",4,Yes,4,4.5,4
Mr. X,2015,Action,,George Tan,0.5,No,0.5,0.5,0
Haseen Dillruba,2021,"Romance, Mystery, Thriller",Vinil Mathew,Kanika Dhillon,4,Yes,4,4.5,4
Parmanu: The Story of Pokhran,2018,"Drama, History, Thriller",,"Abhishek Sharma, Saiwyn Quadras, Sanyukta Shaikh Chawla",3.5,Yes,3.5,3.5,3
Ragini MMS 2,2014,Horror,Bhushan Patel,"Ishita Moitra, Tanveer Bookwala",3.5,Yes,3.5,3.5,3
Alone,2015,"Horror, Thriller",,Martin Melnick,1,No,1,1.5,1
Gumnaam,1965,"Crime, Mystery, Romance",Neeraj Pathak,Neeraj Pathak,5,Yes,5,5,5
Jajantaram Mamantaram,2003,"Family, Fantasy",,Soumitra Ranade,3,No,3,3.5,3
Kaun?,1999,Horror,Deepak Ramsay,Unknown,3,No,3,3.5,3
Blackmail,2018,"Thriller, Action, Drama",,"Javed Siddiqui, Robin Bhatt",4,Yes,4,4.5,4
Dhoom 2,2006,"Drama, Action, Thriller, Crime",Sanjay Gadhvi,"Vijay Krishna Acharya, Aditya Chopra",4,Yes,4,4.5,4
Masti,2004,"Comedy, Crime, Mystery",,"Milap Zaveri, Tushar Hiranandani",4,Yes,4,4.5,4
Grand Masti,2013,"Comedy, Romance",Indra Kumar,"Milap Zaveri, Tushar Hiranandani",2,No,2,2.5,2
Great Grand Masti,2016,"Comedy, Fantasy, Horror",,"Indra Kumar, Robin Bhatt, Aakash Kaushik",0.5,No,0.5,0.5,0
Thank God,2022,Comedy,Indra Kumar,"Madhur Sharma, Aakash Kaushik",2.5,No,2.5,2.5,2
Baadshaho,2017,"Action, Thriller",,Rajat Arora,3.5,Yes,3.5,3.5,3
Once Upon a Time in Mumbai Dobaara!,2013,"Action, Crime, Drama",Milan Luthria,Rajat Arora,0.5,No,0.5,0.5,0
Kachche Dhaage,1999,"Action, Drama, Romance",,"Anjum Rajabali, Sanjay Chhel",3,Yes,3,3.5,3
Mission Mangal,2019,"Drama, History",Jagan Shakti,"Jagan Shakti, Nidhi Singh Dharma, Saketh Kondiparthi",3.5,Yes,3.5,3.5,3
Heyy Babyy,2007,"Comedy, Drama, Romance",,"Sajid Khan, Milap Zaveri",3.5,Yes,3.5,3.5,3
Tumhari Sulu,2017,"Comedy, Drama",Suresh Triveni,Suresh Triveni,3,No,3,3.5,3
Salaam-e-Ishq,2007,"Comedy, Drama, Romance",,"Nikkhil Advani, Suresh Nair, Saurabh Shukla",2.5,No,2.5,2.5,2
Patiala House,2011,Drama,Nikkhil Advani,Nikkhil Advani,2.5,Yes,2.5,2.5,2
Shaadi Ke Side Effects,2014,"Comedy, Romance",,"Saket Chaudhary, Arshad Sayed, Zeenat Lakhani",3.5,Yes,3.5,3.5,3
Halla Bol,2008,Drama,Rajkumar Santoshi,Rajkumar Santoshi,2.5,No,2.5,2.5,2
Chachi 420,1997,"Comedy, Drama, Family",,Kamal Haasan,4.5,Yes,4.5,4.5,4
De De Pyaar De,2019,"Romance, Comedy",Akiv Ali,"Luv Ranjan, Tarun Jain",1,No,1,1.5,1
Baby's Day Out,1994,"Comedy, Adventure, Family, Crime",,John Hughes,4.5,Yes,4.5,4.5,4
Mr. Bean's Holiday,2007,"Family, Comedy",Steve Bendelack,"Robin Driscoll, Hamish McColl, Simon McBurney",5,Yes,5,5,5
Bean,1997,"Family, Adventure, Comedy",,"Robin Driscoll, Richard Curtis",5,Yes,5,5,5
Final Destination,2000,"Horror, Mystery",Adam B. Stein,"Guy Busick, Jon Watts, Lori Evans Taylor, Jeffrey Reddick",4,Yes,4,4.5,4
Final Destination 2,2003,"Horror, Mystery",,"Eric Bress, Jeffrey Reddick, J. Mackye Gruber",4.5,Yes,4.5,4.5,4
Final Destination 3,2006,"Horror, Mystery",James Wong,"James Wong, Glen Morgan, Jeffrey Reddick",4.5,Yes,4.5,4.5,4
Final Destination 5,2011,"Horror, Mystery",,"Eric Heisserer, Jeffrey Reddick",4,Yes,4,4.5,4
The Final Destination,2009,"Horror, Mystery",David R. Ellis,"Eric Bress, Jeffrey Reddick",4.5,Yes,4.5,4.5,4
Johnny English,2003,"Adventure, Action, Comedy",,"Neal Purvis, Robert Wade, William Davies",4,Yes,4,4.5,4
Johnny English Reborn,2011,"Crime, Action, Comedy",Oliver Parker,"William Davies, Hamish McColl, Neal Purvis, Robert Wade",4.5,Yes,4.5,4.5,4
Johnny English Strikes Again,2018,"Action, Adventure, Comedy",,"William Davies, Neal Purvis, Robert Wade",4,Yes,4,4.5,4
Man vs Bee,2022,Not Found,Not Found,Not Found,3,Yes,3,3.5,3
Blackhat,2015,"Crime, Thriller, Action",,Morgan Davis Foehl,4,Yes,4,4.5,4
Eagle Eye,2008,"Mystery, Thriller, Action",D.J. Caruso,"Travis Wright, Dan McDermott, John Glenn, Hillary Seitz",4,Yes,4,4.5,4
Skyscraper,2018,"Action, Thriller, Adventure",,Rawson Marshall Thurber,3.5,Yes,3.5,3.5,3
Speed,1994,"Action, Thriller",Jan de Bont,Graham Yost,5,Yes,5,5,5
Fast & Furious Presents: Hobbs & Shaw,2019,"Action, Adventure, Comedy",,"Gary Scott Thompson, Chris Morgan, Drew Pearce",3.5,Yes,3.5,3.5,3
G.I. Joe: Retaliation,2013,"Action, Science Fiction, Adventure, Thriller",Jon M. Chu,"Paul Wernick, Rhett Reese",4,Yes,4,4.5,4
G.I. Joe: The Rise of Cobra,2009,"Adventure, Action, Thriller, Science Fiction",,"Stuart Beattie, David Elliot, Paul Lovett, Michael B. Gordon, Stephen Sommers",4,Yes,4,4.5,4
Total Recall,2012,"Action, Adventure, Science Fiction",Paul Verhoeven,"Dan O'Bannon, Ronald Shusett, Gary Goldman",4,Yes,4,4.5,4
Escape Plan,2013,"Action, Thriller",,Jason Keller,4.5,Yes,4.5,4.5,4
Escape Plan 2: Hades,2018,"Action, Thriller, Crime, Mystery, Science Fiction",Steven C. Miller,Unknown,3.5,Yes,3.5,3.5,3
Escape Plan: The Extractors,2019,"Action, Thriller, Crime",,John Herzfeld,2,No,2,2.5,2
Abduction,2011,"Thriller, Action, Mystery",John Singleton,Shawn Christensen,4,Yes,4,4.5,4
Zathura: A Space Adventure,2005,"Science Fiction, Adventure, Family",,"John Kamps, David Koepp",5,Yes,5,5,5
Journey to the Center of the Earth,2008,"Action, Science Fiction, Adventure, Comedy, Family",Eric Brevig,"Michael D. Weiss, Jennifer Flackett, Mark Levin",4,Yes,4,4.5,4
Journey 2: The Mysterious Island,2012,"Adventure, Action, Science Fiction",,"Mark Gunn, Brian Gunn, Richard Outten",4.5,Yes,4.5,4.5,4
The Lion King,2019,"Animation, Family, Drama",Roger Allers,"Linda Woolverton, Irene Mecchi, Jonathan Roberts, Rick Maki, Andrew Gaskill, Kevin Harkey, Chris Sanders, Larry Leker, Ed Gombert, Burny Mattinson, Lorna Cook, Joe Ranft, J¯rgen Klubien, Tom Sito, Mark Kausler, Jim Capobianco, Francis Glebas, Barry Johnson, Thom Enriquez, Gary Trousdale",2.5,Yes,2.5,2.5,2
Aladdin,2019,"Animation, Family, Adventure, Fantasy, Romance",,"Ron Clements, Ted Elliott, Terry Rossio, John Musker, Burny Mattinson, Roger Allers, Daan Jippes, Kevin Harkey, Sue C. Nichols, Francis Glebas, Darrell Rooney, Larry Leker, James Fujii, Kirk Hanson, Kevin Lima, Rebecca Reese, David Scott Smith, Chris Sanders, Brian Pimental, Patrick A. Ventura",1.5,Yes,1.5,1.5,1
Tarzan,1999,"Animation, Family, Adventure",Chris Buck,"Bob Tzudiker, Tab Murphy, Noni White, Edgar Rice Burroughs",4.5,Yes,4.5,4.5,4
The Jungle Book,1967,"Family, Adventure, Fantasy",,Justin Marks,3,No,3,3.5,3
Toy Story 3,2010,"Animation, Family, Comedy",Lee Unkrich,"Michael Arndt, John Lasseter, Andrew Stanton, Lee Unkrich",3,No,3,3.5,3
John Carter,2012,"Action, Adventure, Science Fiction",,"Andrew Stanton, Mark Andrews, Michael Chabon",4,Yes,4,4.5,4
The Hundred-Foot Journey,2014,"Drama, Comedy",Lasse Hallstrˆm,Steven Knight,4,Yes,4,4.5,4
The Adventures of Sharkboy and Lavagirl,2005,"Adventure, Family, Science Fiction",,"Robert Rodriguez, Marcel Rodriguez, Racer Rodriguez",4.5,Yes,4.5,4.5,4
Sky High,2005,"Adventure, Comedy, Family",Mike Mitchell,"Paul Hernandez, Bob Schooley, Mark McCorkle",3.5,Yes,3.5,3.5,3
Shazam!,2019,"Action, Comedy, Fantasy",,"Henry Gayden, Bill Parker, C.C. Beck, Darren Lemke",3.5,Yes,3.5,3.5,3
Zoom,2006,"Family, Comedy, Adventure, Action, Science Fiction",Peter Hewitt,"Adam Rifkin, David Berenbaum, J. David Stem, David N. Weiss",2,No,2,2.5,2
Diary of a Wimpy Kid,2010,"Comedy, Family",,"Jackie Filgo, Jeff Filgo, Gabe Sachs, Jeff Judah",3.5,Yes,3.5,3.5,3
Diary of a Wimpy Kid: Rodrick Rules,2011,"Family, Comedy",David Bowers,"Gabe Sachs, Jeff Judah",3.5,Yes,3.5,3.5,3
Diary of a Wimpy Kid: Dog Days,2012,"Comedy, Family",,"Maya Forbes, Wallace Wolodarsky",4,Yes,4,4.5,4
Diary of a Wimpy Kid: The Long Haul,2017,"Comedy, Family, Adventure",David Bowers,"David Bowers, Jeff Kinney",3,No,3,3.5,3
American Pie Presents: The Naked Mile,2006,Comedy,,"Adam Herz, Erik Lindsay",2.5,No,2.5,2.5,2
Billy Madison,1995,Comedy,Tamra Davis,"Adam Sandler, Tim Herlihy",3.5,Yes,3.5,3.5,3
Scary Movie,2000,Comedy,,"Phil Beauman, Marlon Wayans, Shawn Wayans, Jason Friedberg, Buddy Johnson, Aaron Seltzer",3.5,Yes,3.5,3.5,3
Ki & Ka,2016,"Comedy, Romance",R. Balki,R. Balki,2.5,No,2.5,2.5,2
Aarakshan,2011,"Drama, Thriller",,"Anjum Rajabali, Prakash Jha",4,Yes,4,4.5,4
Satyagraha,2013,Drama,Prakash Jha,"Anjum Rajabali, Prakash Jha",3,Yes,3,3.5,3
Yamla Pagla Deewana 2,2013,"Action, Comedy",,Unknown,3.5,Yes,3.5,3.5,3
Yamla Pagla Deewana: Phir Se,2018,"Comedy, Drama",Navaniat Singh,Dheeraj Rattan,1,No,1,1.5,1
Mohalla Assi,2018,Drama,,"Dr. Chandraprakash Dwivedi, Kashi Nath Singh",4.5,Yes,4.5,4.5,4
Poster Boys,2017,"Drama, Comedy",Dave Minogue,Dave Minogue,4,Yes,4,4.5,4
The Hero: Love Story of a Spy,2003,"Thriller, Action, Adventure, Romance",,Shaktimaan Talwar,3.5,Yes,3.5,3.5,3
Liar Liar,1997,Comedy,Tom Shadyac,"Paul Guay, Stephen Mazur",4,Yes,4,4.5,4
No Hard Feelings,2023,"Comedy, Romance",,"John Phillips, Gene Stupnitsky",2,No,2,2.5,2
Holiday,2014,"Romance, Comedy, Drama",William Wyler,"John Dighton, Ian McLellan Hunter, Dalton Trumbo",4,Yes,4,4.5,4
Dulhe Raja,1998,"Comedy, Romance",,Rajeev Kaul,4,Yes,4,4.5,4
Jodi No. 1,2001,"Comedy, Romance",David Dhawan,Imtiaz Patel,3.5,Yes,3.5,3.5,3
Swarg,1990,"Drama, Family",,"Nandu G. Tolani, Anees Bazmee, Ashapurna Devi",4.5,Yes,4.5,4.5,4
Akhiyon Se Goli Maare,2002,"Comedy, Romance",Harmesh Malhotra,Unknown,3,Yes,3,3.5,3
Aunty No. 1,1998,Comedy,,Unknown,3.5,Yes,3.5,3.5,3
A≈õoka,2001,Not Found,Not Found,Not Found,3.5,No,3.5,3.5,3
Cars 2,2011,"Animation, Family, Adventure, Comedy",,Ben Queen,4,Yes,4,4.5,4
Orphan,2009,"Horror, Thriller",Jaume Collet-Serra,"Alex Mace, David Leslie Johnson-McGoldrick",4,Yes,4,4.5,4
Hotel for Dogs,2009,"Comedy, Family",,"Jeff Lowell, Bob Schooley, Mark McCorkle",3.5,Yes,3.5,3.5,3
Hancock,2008,"Fantasy, Action",Peter Berg,"Vincent Ngo, Vince Gilligan",3.5,Yes,3.5,3.5,3
Hitch,2005,"Comedy, Drama, Romance",,Kevin Bisch,3,No,3,3.5,3
13 Going on 30,2004,"Comedy, Fantasy, Romance",Gary Winick,"Josh Goldsmith, Cathy Yuspa",2.5,No,2.5,2.5,2
The Parent Trap,1998,"Comedy, Family, Romance",,"Nancy Meyers, David Swift, Charles Shyer",3.5,Yes,3.5,3.5,3
Home Alone 2: Lost in New York,1992,"Comedy, Family, Adventure",Chris Columbus,John Hughes,4,Yes,4,4.5,4
Tees Maar Khan,2010,"Comedy, Crime",,"Ashmith Kunder, Shirish Kunder",4,Yes,4,4.5,4
Hello,2008,"Animation, Romance, Science Fiction, Drama",Tomohiko Ito,Mado Nozaki,3,No,3,3.5,3
O Teri,2014,"Drama, Comedy",,"Neeti Palta, Umesh Bist",3.5,No,3.5,3.5,3
Chillar Party,2011,"Drama, Comedy, Family",Vikas Bahl,"Vijay Maurya, Vikas Bahl, Nitesh Tiwari",3.5,Yes,3.5,3.5,3
The Great Gatsby,2013,"Drama, Romance",,"Baz Luhrmann, Craig Pearce",3.5,Yes,3.5,3.5,3
Prometheus,2012,"Science Fiction, Mystery, Horror",Ridley Scott,"Jon Spaihts, Damon Lindelof, Ronald Shusett, Dan O'Bannon",3.5,Yes,3.5,3.5,3
Ad Astra,2019,"Science Fiction, Drama",,"James Gray, Ethan Gross",4,Yes,4,4.5,4
Passengers,2016,"Drama, Romance, Science Fiction",Morten Tyldum,Jon Spaihts,1.5,No,1.5,1.5,1
Snakes on a Plane,2006,"Action, Thriller, Adventure, Crime, Horror",,"John Heffernan, Sebastian Gutierrez, David Dalessandro",3,Yes,3,3.5,3
Sharknado,2013,"Action, Comedy, Horror, Science Fiction, TV Movie",Anthony C. Ferrante,Thunder Levin,3.5,Yes,3.5,3.5,3
Sharknado 2: The Second One,2014,"Thriller, Science Fiction, TV Movie",,Thunder Levin,3,Yes,3,3.5,3
Sharknado 3: Oh Hell No!,2015,"Action, Comedy, Horror, Science Fiction, TV Movie",Anthony C. Ferrante,Thunder Levin,3.5,Yes,3.5,3.5,3
Piranha 3D,2010,"Comedy, Horror",,Josh Stolberg,4,Yes,4,4.5,4
Cargo,2019,"Fantasy, Science Fiction, Drama",Arati Kadav,Arati Kadav,3.5,Yes,3.5,3.5,3
Judgementall Hai Kya,2019,"Comedy, Drama, Thriller",,Kanika Dhillon,0.5,No,0.5,0.5,0
Drive,2019,"Drama, Thriller, Crime",Nicolas Winding Refn,Hossein Amini,0.5,No,0.5,0.5,0
Gangaajal,2003,"Drama, Crime",,Unknown,4.5,Yes,4.5,4.5,4
Apaharan,2005,"Action, Crime, Drama",Prakash Jha,Unknown,3.5,Yes,3.5,3.5,3
Saand Ki Aankh,2019,Drama,,Balwinder Singh Janjua,3.5,Yes,3.5,3.5,3
Bluffmaster!,2005,"Drama, Comedy, Romance",Rohan Sippy,Shridhar Raghavan,4,Yes,4,4.5,4
Kaala,2018,"Action, Crime, Drama",,Pa. Ranjith,1.5,No,1.5,1.5,1
The Kashmir Files,2022,"History, Drama",Vivek Agnihotri,"Vivek Agnihotri, Saurabh M. Pandey",5,Yes,5,5,5
Dhan Dhana Dhan Goal,2007,Drama,,Rohit Malhotra,3.5,Yes,3.5,3.5,3
Ab Tak Chhappan 2,2015,"Crime, Action",Ejaz Gulab,Nilesh Girkar,3.5,Yes,3.5,3.5,3
Ankush,1986,Action,,"Sayed Sultan, N. Chandra, Debu Sen",5,Yes,5,5,5
Tezaab,1988,Drama,N. Chandra,"N. Chandra, Kamlesh Pandey",4,Yes,4,4.5,4
JugJugg Jeeyo,2022,"Comedy, Drama",,"Anurag Singh, Rishabh Sharma, Sumit Batheja",1.5,No,1.5,1.5,1
Om Jai Jagadish,2002,Drama,Anupam Kher,"Rahul Nanda, Rumi Jaffery",1,No,1,1.5,1
Total Dhamaal,2019,"Comedy, Adventure",,Paritosh Painter,0.5,No,0.5,0.5,0
Stanley Ka Dabba,2011,"Comedy, Family",Amole Gupte,Amole Gupte,4,Yes,4,4.5,4
Dybbuk,2021,"Horror, Thriller, Drama",,Jay K,3,Yes,3,3.5,3
6-5=2,2014,"Mystery, Horror, Adventure",K. S. Ashoka,K. S. Ashoka,3,Yes,3,3.5,3
3 AM: A Paranormal Experience,2014,"Horror, Romance",,Vishal Mahadkar,3,No,3,3.5,3
Mumbai 125 KM,2014,Horror,Hemant Madhukar,Hemant Madhukar,1.5,No,1.5,1.5,1
Pizza,2014,Comedy,,"Brian McElhaney, Nick Kocher",2.5,No,2.5,2.5,2
War Chod Na Yaar,2013,"Comedy, War",Faraz Haider,Faraz Haider,3,Yes,3,3.5,3
F.A.L.T.U.,2011,Comedy,,"Mayur Puri, Tushar Hiranandani",3.5,Yes,3.5,3.5,3
Accepted,2006,Comedy,Steve Pink,"Mark Perez, Adam Cooper, Bill Collage",4,Yes,4,4.5,4
Gang of Ghosts,2014,"Comedy, Horror",,"Satish Kaushik, Rajesh Chawla, Anik Dutta",1,No,1,1.5,1
Kaalo,2010,Horror,Wilson Louis,"Mamta Patnaik, Wilson Louis",3.5,Yes,3.5,3.5,3
Click,2010,"Comedy, Drama, Fantasy",,"Mark O'Keefe, Steve Koren",2.5,Yes,2.5,2.5,2
Phoonk,2008,"Drama, Horror, Mystery",Ram Gopal Varma,Unknown,4,Yes,4,4.5,4
Phoonk 2,2010,"Horror, Thriller",,Milind Gadagkar,3,Yes,3,3.5,3
Bhoot Unkle,2006,"Fantasy, Family",Mukesh Saigal,Aneesh Dev,4,Yes,4,4.5,4
Bhoot and Friends,2010,"Drama, Action, Adventure, Horror",,"Sachindra Sharma, Aneesh Arjun Dev",3.5,Yes,3.5,3.5,3
Hari Puttar,2008,"Comedy, Drama, Family",Lucky Kohli,Rajesh Bajaj,2.5,No,2.5,2.5,2
2,2018,"Adventure, Thriller, Science Fiction",,"Chris Sparling, Mitchell LaFortune",3.5,Yes,3.5,3.5,3
Enthiran,2010,"Action, Science Fiction, Adventure",Shankar,"Sujatha Rangarajan, Shankar",4.5,Yes,4.5,4.5,4
Sivaji: The Boss,2007,"Action, Drama",,"Sujatha Rangarajan, Shankar",4,Yes,4,4.5,4
24,2016,"Action, Science Fiction, Thriller",Vikram Kumar,Vikram Kumar,4.5,Yes,4.5,4.5,4
Kutti Pisasu,2010,Fantasy,,Rama Narayanan,2.5,No,2.5,2.5,2
Arundhati,2009,"Horror, Fantasy, Thriller",Kodi Ramakrishna,Chintapalli Ramana,3,Yes,3,3.5,3
Rudraksh,2004,"Action, Fantasy",,Unknown,2.5,No,2.5,2.5,2
16 December,2002,Not Found,Not Found,Not Found,3,No,3,3.5,3
Vaastu Shastra,2004,"Mystery, Horror",,Charudutt Acharya,2.5,No,2.5,2.5,2
Krishna Cottage,2004,"Horror, Mystery, Romance",Santram Varma,"R. M. Joshi, Nirav Vidya, Abhigyan Jha",1,No,1,1.5,1
Kanchana 2,2015,"Horror, Comedy",,Raghava Lawrence,2.5,No,2.5,2.5,2
Rashmi Rocket,2021,Drama,Akarsh Khurana,"Aniruddha Guha, Nandha Periyasamy",2.5,No,2.5,2.5,2
Judwaa,1997,"Romance, Comedy, Action",,"Rumi Jaffery, E.V.V. Satyanarayana",4,Yes,4,4.5,4
Annabelle Sethupathi,2021,"Horror, Comedy, Fantasy",Deepak Sundarrajan,Deepak Sundarrajan,3,No,3,3.5,3
Chinatown,1974,"Crime, Drama, Mystery, Thriller",,Robert Towne,5,Yes,5,5,5
STILL: A Michael J. Fox Movie,2023,Documentary,Davis Guggenheim,Unknown,4,Yes,4,4.5,4
Downsizing,2017,"Drama, Science Fiction, Comedy",,"Alexander Payne, Jim Taylor",3,No,3,3.5,3
Pok√©mon the Movie: Mewtwo Strikes Back - Evolution,2019,Not Found,Not Found,Not Found,2.5,No,2.5,2.5,2
Pok√©mon: Mewtwo Returns,2000,Not Found,,Not Found,3.5,Yes,3.5,3.5,3
Jumanji: The Next Level,2019,"Adventure, Comedy, Fantasy",Jake Kasdan,"Scott Rosenberg, Jeff Pinkner, Jake Kasdan",3.5,Yes,3.5,3.5,3
Men in Black: International,2019,"Comedy, Science Fiction, Action, Adventure",,"Lowell Cunningham, Art Marcum, Matt Holloway",1.5,No,1.5,1.5,1
The Suicide Squad,2021,"Action, Comedy, Adventure",James Gunn,James Gunn,3.5,Yes,3.5,3.5,3
Knight and Day,2010,"Action, Comedy",,Patrick O'Neill,4,Yes,4,4.5,4
Air Bud,1997,"Comedy, Family",Charles Martin Smith,"Paul Tamasy, Aaron Mendelsohn, Kevin DiCicco",5,Yes,5,5,5
Air Bud: Golden Receiver,1998,"Comedy, Family",,"Paul Tamasy, Aaron Mendelsohn",4,Yes,4,4.5,4
Air Bud: Seventh Inning Fetch,2002,"Comedy, Family",Robert Vince,"Robert Vince, Kevin DiCicco, Sara Sutton, Anne Vince, Anna McRoberts, Stephanie Isherwood",3,Yes,3,3.5,3
Air Bud: World Pup,2000,"Comedy, Family",,"Mick Whiting, Robert Vince, Kevin DiCicco, Anne Vince, Paul Tamasy, Aaron Mendelsohn",3,Yes,3,3.5,3
Air Bud: Spikes Back,2003,"Comedy, Family",Mike Southon,"Robert Vince, Anna McRoberts, Kevin DiCicco, Anne Vince",3,Yes,3,3.5,3
Air Buddies,2006,"Adventure, Comedy, Family",,"Phil Hanley, Anna McRoberts, Robert Vince",4,Yes,4,4.5,4
All My Friends Are Nineteen,2024,Comedy,Jadyn Proulx,Jadyn Proulx,4,Yes,4,4.5,4
Tangerine,2022,"Comedy, Drama",,"Sean Baker, Chris Bergoch",3,Yes,3,3.5,3
Super Nani,2014,"Family, Drama",Indra Kumar,Unknown,3,No,3,3.5,3
Humpty Sharma Ki Dulhania,2014,"Drama, Comedy, Romance",,Shashank Khaitan,2,No,2,2.5,2
Rio 2,2014,"Animation, Adventure, Comedy, Family",Carlos Saldanha,"Yoni Brenner, Carlos Saldanha, Jenny Bicks, Don Rhymer, Carlos Kotkin",3,No,3,3.5,3
Shaan,1980,"Action, Crime, Drama, Romance, Thriller",,"Salim Khan, Javed Akhtar",3.5,Yes,3.5,3.5,3
Chaal Jeevi Laiye!,2019,"Drama, Comedy",Vipul Mehta,"Jainesh Ejardar, Vipul Mehta",5,Yes,5,5,5
Policegiri,2013,"Action, Comedy",,"Farhad Samji, Sajid Samji",3,Yes,3,3.5,3
The Kissing Booth,2018,"Romance, Comedy",Vince Marcello,Vince Marcello,3.5,Yes,3.5,3.5,3
The Kissing Booth 2,2020,"Comedy, Romance",,"Vince Marcello, Jay Arnold",3.5,Yes,3.5,3.5,3
The Kissing Booth 3,2021,"Romance, Comedy",Vince Marcello,"Vince Marcello, Jay Arnold",3,No,3,3.5,3
The Dictator,2012,Comedy,,"Sacha Baron Cohen, Alec Berg, David Mandel, Jeff Schaffer",4,Yes,4,4.5,4
